symbol,timeframe,active,first_day,last_day,n,sha256
MMED,1d,0,20518,20657,96,d7c0bb22d5231eefc4550b93f1c5080802858e9b0bfc124f71318e2465cc9185
MMM,1d,0,17898,20657,1899,2af8ceacee8dbe65421cb4f46b4946dfb2cd76359d88b02fb0106777fc6d3b49
MNST,1d,0,17898,20657,1899,14f7c07e9f7d782ef9dafd5985202683f07dd8e411b5c484b390e57882de6cdc
MO,1d,0,17898,20657,1899,7baa2d999c7a0ef7ab29745f43bfbea6acd1b9915321b0d78956ba89a79a3988
MOH,1d,0,17898,20657,1899,41482e1e41c73cd9313dda07485fb1e3b211ac404ab3b0662c4bcce388c1eae9
MOS,1d,0,17898,20657,1899,e24a70a666d5c5991b7f37631752f2a4dd6b39be3bb052f9e34cfea0946fa06f
MPC,1d,1,17898,20658,1900,89840adbe8dd0481b322cdde151c4318a7b7afa46765e5571a55ff9e4b1ffc10
MPWR,1d,1,17898,20658,1900,8e831e672c27ee2abc81e00ff8827e2e6aa51c83cbed7687dfb47020253d8ac2
MRK,1d,1,17898,20658,1900,8979654c17e5e8a041815db2b87202397bba4ef19b66275897b76cbb064c9777
MRNA,1d,0,17898,20657,1899,4bf12cf9bd335d8ae068244253f1df8089be1e5136844b4fc6ef58f095e39bc1
MRNOW,1d,0,19065,20657,1094,a5f8a86f918189d37efdc3eec459d11bdc26ff3c85dd9d7089285a034dca1e4b
MRO,1d,0,17898,20048,1484,4e954baeb132104255458b235e225188a8e18cea0603216fbda2ee251526a2f3
MRVI,1d,1,18586,20658,1423,a41093943382cc77eb1a59e12a8955c98c07c3f46001b8aa2b5f82c2574ae4c3
MRVL,1d,1,17898,20658,1900,6900f85a13276bda600cf439ea76155cb12ffc93639697d3d6745c67c25b06b3
MS,1d,1,17898,20658,1900,1c498ce34e8b9bee3aa3682af720001fc884a8ef90a785053cc40e7e8d79e83e
MSCI,1d,0,17898,20657,1899,b5634f9528662960e3b99fa3e0b9b5ead9450abf66b7b75c68e0a9484e47b81a
MSFT,1d,1,17898,20658,1900,952edfbeb9a6233edf9967112e5f01277419e4543d33277c8d6f71c920fbc50d
MSFU,1d,0,19242,20657,972,7a960ef5695d5e94782927cd3729fe32e2ced7aea7659ce69e7e330e8c1fa639
MSI,1d,0,17898,20657,1899,942f3e364e90d0bef9d8f29d4f8ff6df7bde0962e62a3805106f9aa1611ec6de
MSTU,1d,0,19984,20657,462,c02648caefb1c4dbf1c7330126e21b65cc5efa64882f9f2ba30f88aba20846f6
MSTZ,1d,0,19984,20657,462,280b24218dbd2880ed828b1f8deab6a7307191b5035e67de5e61fdb0fcfc87bf
MT,1d,0,17898,20657,1899,b4d026971d2ee88a60a922a631dea75f7d51522625d0e0dc4b013232b002f065
MTB,1d,0,17898,20657,1899,7f342b37823d58a3e2c37a84018b3991f0420ccc6603fb6303add36a60e0bc87
MTCH,1d,0,17898,20657,1899,297f3e547d2bc17a6193492e8dea2e00606b29e5190b7400026bc8c8d882267b
MTD,1d,0,17898,20657,1899,2249ed7830665d8e78a1662fd002a7aa585689f388df93a14bf95e154bcf6aea
MTNB,1d,0,17898,20657,1899,7e25fd3de42d642ff34341ffd9d173f37dd08315ded31ef85e8ab844a7e31603
MU,1d,1,17898,20658,1900,4c9e3a1817a4f764d303f0405223a00b7d83986e710d6d7e4f21899c0c1639a6
MUD,1d,1,20006,20658,447,b61b4a2f559aed50f835ccc3d76d73361b6dacc852c8087c70e3958b5b1ae3ea
MULL,1d,1,20039,20658,424,23cee7edbc10711238ed6923b3f12a70d15f7fa7b2e57b4b24b379fa9e13a511
MUU,1d,1,20006,20658,447,561efed4eabc2c68f3be4f50d5bd7061c14c74ce24743a173db50a9d6d625d7b
MUZ,1d,0,20613,20657,31,91a3248c7608ce7f58cdaf2b356760ab9994ac66ab899b1d229be4fb125f311b
MVLL,1d,0,20154,20657,346,8e743ba85b4ec96bc275993bc711e5d781fbf5c7190b1cd9690dc994ea1c4305
MVO,1d,1,17898,20658,1900,8665d821852b2332ef1e3223c362923980116daf02c590b77d8a6e9227b8ba4c
MVSTW,1d,0,17982,20656,1840,0bcefeb94bb84b2f4c9c7473c9458e2ac345331ef2e99a1e86b181238b5f36bc
NAT,1d,0,17898,20657,1899,17fe013b29504cbc831ef92213a4059fa6ece336cf5fc7c56689e9a0e9e02014
NB,1d,0,19437,20657,838,d9cac54b095d30c793586195ea0a87b7e02d465e50dd7c515e4183d4bbb9d48e
NBIG,1d,0,20388,20657,185,35d26699dfe52ae1836e162ea26cb44f3b3005e971948b2de27286378aa022d0
NBIL,1d,0,20368,20657,199,cee266af72d9dd7469751a03328d0ef0fd117251be6ad355e337a78961aa0aaa
NBIZ,1d,0,20475,20657,126,cfda3d32cf681d631081fa8b461fd1d0f8b97b03ecc80844bcff920f614de2ec
NCLH,1d,0,17898,20657,1899,03f1a90bc8493147487f78ef12c23a2743a1effc2e6db497886c1e536dc1ecd8
NDAQ,1d,0,17898,20657,1899,c2198cfa3fbecf8b94be839ff12a4855657634dcc45ece2e1eebf617fb146469
NDSN,1d,0,17898,20657,1899,e82b8e6fe3b31b7fe8bd85b7d5b9d9a90a0057950eb121d72693cdeb49e36db2
NEE,1d,1,17898,20658,1900,c2794f518865012a2caf4e23af60537e607256355b89b5f9d98171c4d5af371e
NEM,1d,1,17898,20658,1900,bb1a59ed785255af250392323c3d0ddc77a03069db0d962e7a10b703d4752a85
NFLX,1d,1,17898,20658,1900,95b31dd53440a4c815d4216a3d39dd830fe69a9ad21588f66f1a3aa02974d7c2
NFXL,1d,0,19999,20657,451,92343b932a9c6963ac60a544763e7cdffea4069737e7014d57f1d0a753901be9
NI,1d,0,17898,20657,1899,a2d566a7c8e32326ce01b6e520717e12fd9dfc8a765e6849c8a0401e10eeae3b
NIO,1d,0,17898,20657,1899,850fae7e4c7bc0165eaba5d218386aacc7b0e24bd76aa308caf3b53ed9d2ddec
NIVFW,1d,0,19068,20657,1091,f3e002b37cadb77d2c9a8e829cf89f3b23336191fa562371482d0d89a81fa182
NKE,1d,1,17898,20658,1900,1f7b2788826a22b83384c333cbeb38673ba2e17d476cfb7891eac07f896614ee
NN,1d,0,18568,20657,1436,fbc3e8eb68873dcfacea0ef943e350800279c725294609bb390ebad1060f5998
NOC,1d,0,17898,20657,1899,83513a1f7a6f591bc703eb7baa8d109596cae938bc3ad836d9e9514ce5de6917
NOG,1d,0,17898,20657,1899,31687886c6cfc73107f988b2bb80038e980aa3dca41bddb927398aa2003ef2e4
NOK,1d,1,17898,20658,1900,9276f44ab6e14a696b188482e97254704c8133a8324d49d409a8528bad1903f7
NOW,1d,1,17898,20658,1900,081c0f02e58a22a238a91725037a114069b6f53d3c204e789cf84b98084d9bac
NOWL,1d,1,20284,20658,259,9ce83669a76a6cc06095e7f71f438b5230e8eae010ace1909587ab69fc6a961d
NRG,1d,0,17898,20657,1899,f7e30a7f109a5e9ee3c80927908ed591fc79bc80f3104cc275751df1999e5abe
NRGV,1d,0,18715,20657,1336,6bfd49ff929e54238cb967d4f2eb3da20a266251d4188c078c155fa4b3e62e6e
NRIX,1d,0,18467,20657,1506,93718ef9f0d642be4e1585d9501a8b736e89aa07ebae53047f097325c4b50eeb
NRSNW,1d,0,18970,20657,1158,97bbdbbc812991a0058c326d33c8255ecbcf2723a1687efd1cf8a03d6770002e
NSC,1d,0,17898,20657,1899,43db08d8141027c68832dcca88cd4e4157b0d1fef1f5d555b741ddeda63b3ad8
NSP,1d,0,17898,20657,1899,a823c0a4bb06b24c39d8450aa3a7f7b002c6df24869e6bf648695baaad7408dc
NTAP,1d,0,17898,20657,1899,cce15619f4082b4f13f695e4f73a46e1eb62648c8c50eeada51c33b74cfc5254
NTLA,1d,0,17898,20657,1899,ccd33e47944b32f7150ac6207448fe65815abe41bc3ff484704b531dad7ff8aa
NTRS,1d,0,17898,20657,1899,5218e57d60c5010467b8f5d68126abe105ebb0b387dd7ea4e9674cfb69e5dc48
NU,1d,1,18970,20658,1159,41f145c0af93335e7c739a035fdc3d7c9095eca2e6cba3797479ab4998a20f38
NUAI,1d,0,18998,20657,1139,350ce70977a665b5ab96b2557268ef0ba75d885e704f96295854ce220d9f9d5b
NUE,1d,0,17898,20657,1899,7e0cd11a1710383a9fb1bfccf928a9b4c09dea313bbb8f129023ae630a30b048
NVA.WS,1d,0,20622,20657,24,4fdeecaee41fb5aa8d0666b6e94e9922ccd6f24ac42da562d2f6624099e0bcea
NVCR,1d,0,17898,20657,1899,1f8c6918376aec80cb64102d3311c902c3feca4164c0c6ec7ebf6f4ebe502f75
NVD,1d,1,19591,20658,733,93094de4639218d9a450b7fb260ab96cc69c582e788cd6f223afc7b38a410c9e
NVDA,1d,1,17898,20658,1900,5193047aaf6f098c031b841240aff2c8ef7114e6dfedcae08745a9d56d34cad9
NVDL,1d,1,19339,20658,905,0318ede5f19c4edda46fdd1ae8d62252e58e46b87f9b4311e1da33f814abc996
NVDQ,1d,0,17898,20657,1899,97842f0d9a5e4ae3f21ddef9c54756cb6e961527c9a67af6f8353c7dee2ae7e8
NVDX,1d,1,19649,20658,692,1f1e11b69677a3f1ab923df313342ca1324a79e91b0391198d2a7888ef4c0951
NVNIW,1d,0,18990,20657,1145,3c7e9465cbea0278276d5aaecca93b06c4d07cf497dfbb2a63fdd6ca2a7d1ffc
NVR,1d,0,17898,20657,1899,0dd767f2f1bd9c9a2249399e1f9ded7f150c02f917a145f32a552af628811b7e
NVVE,1d,0,18383,20657,1564,cd5d698c351600a4d8e054313bd97153c6afeaacecbc9b736fe94d327a1d494f
NWS,1d,0,17898,20657,1899,0bb73699fc06d641053057d254a7899c8d28a58aa47382f2f1a5bde4aac41a0c
NWSA,1d,0,17898,20657,1899,4ff0eb89f6b41f1fcf642f747fc6d30e39da1680b723351b60f7ba896e2bd9de
NXGLW,1d,1,18983,20658,1150,e26a424357f0acefd90a14db4eda4a811c3fbcf9225aa149d5ae4614a75bc610
NXPI,1d,1,17898,20658,1900,d2d8ab1110e4ad279991986262aec3d97a7fccff12885dbd6e4bf7cab621a3cf
NXT,1d,1,19397,20658,866,679567985c0ec505d188a7811a7aeb72c1d40eb5697ff115d746de96384881d1
O,1d,0,17898,20657,1899,d51f03fbe8d2f1e43e9f97f4f2318d34f76e5ae6959729fbcfbe9b0901d4b84d
OBE,1d,1,17898,20658,1900,2670579eade8cd5fbeb5ae8a23e5220637ce640094a5a899f73d2e4b39efd92b
ODFL,1d,0,17898,20657,1899,d1327c0b7f61844df5f9d07bce89b193c892e8c211afe8fd12936d6a744e3cfc
OI,1d,0,17898,20657,1899,fc643cf892789e1b385c7e55ac2e5001c6b75429ccfeb19c1f2a1d1d0661ab84
OKE,1d,0,17898,20657,1899,f42bbf5945f775e0d9b128c5406681aff021410b0cc8d9dc615a38867c671530
OKLL,1d,0,20263,20657,272,90b3bde619e6dc9186e3c3fcbcbefdc24fa83c3076a86abaf488da0107d4de1b
OKLO,1d,1,18816,20658,1267,451f7bd3c2ac7bfd448814d486ff209c709e43deaf004deda5943af26bb2bf61
OKTA,1d,1,17898,20658,1900,25a16c7e22e2d1942990acd374ee3a936cfabbacbc4ab032c4f8391b2d6ffe3c
OMC,1d,0,17898,20657,1899,9c2e724bb84ff80948a0a2c14efa7f2caf5e072a5c8a2afe70e8d017b3415514
ON,1d,1,17898,20658,1900,eb97125d2b47aa52ba35d1f51ed9561087f3e014db0780ec8d2e6e7b6eec0a4f
ONDL,1d,0,20452,20657,141,8e3391287e4f7924943d74ca9e78b398dd573112499d2c0d386742274c4959ed
ONDS,1d,1,18600,20658,1414,53bdf1fcfdcb63046727691998fba9dded6c8e745365a058f704c134ee716ec4
ONFO,1d,0,19230,20657,979,dda6943c9ae0324c0f8a0f754959201f7f622d3226d89a758236baeeeb0c140c
ONFOW,1d,0,19230,20657,979,8149bcfe8b8bb47bdf422a3649921a56cfd3715ed722f6209e12752460ec7463
ONON,1d,0,18885,20657,1218,767a918eba82321d597f42bac816b976e171a2fbaf8126eafb310c8603d4c017
OPEN,1d,1,18431,20658,1532,8c2066334bf7425aeda26e5cf0dbe5a8103fff6e32eb48902425b60269dc92da
OPFI.WS,1d,0,18829,20651,1253,4361aff504262f0dc0dd866839f5a70cefd3d7bb88c2f12a5825d0f2c1ab6439
OPRT,1d,0,18165,20657,1714,5764fef3280ecffa22646f56bc1a935a9db7d5e7444f2dd8162ccb8713cd59c4
ORCL,1d,1,17898,20658,1900,820f735d53b8eae9007790c1e35f1885216f78aa3e7080239f14e88bd430b979
ORCU,1d,0,20411,20657,168,c696be0f190b1ad4f4ad928ce35f778779034ff927dfe1cf5415ccbc04d0cc9b
ORCX,1d,1,20126,20658,366,8c7549ceae48e0b0d3fb391a958da7a5c734121c4b5d8a9c0c64f0219305d1ab
ORLY,1d,1,17898,20658,1900,ed097e55e251d5ad6a45f5ba916e2b78480819d470b57690af86de3adf102bd9
OTIS,1d,0,18355,20657,1583,aafd443236b70bf4147dcecface0407b33312098de8ab207de3c256b53869cd4
OUST,1d,1,17898,20658,1900,c7b0025deeba8267ea360a497a32d8df7d8f7d17abb45bfebf1bb0f2e16042c1
OXBRW,1d,0,17898,20657,1899,2ab33d8902bc9487219407520613393ebd93617fc8e958c480c0fc808e0d50e0
OXY,1d,0,17898,20657,1899,ad042de8553cec170fca3cc4f47c5a1387c1749627409821d217c5ec4ef31565
PANW,1d,1,17898,20658,1900,465c01a3221637f83f073366583765b0a5cb95b87451f57a21997b0f9ea9a770
PARA,1d,0,19040,20306,869,f59a7750ddb8274bd89ae464eb6f492c463ecac250fa4a3c8bcf649527b1e46e
PATH,1d,1,18738,20658,1321,d919b8bbd491d0725a463c77bbef7f8588bb1cd82f9fde536bbacce227747c74
PAYC,1d,0,17898,20657,1899,2f567341e0ceff0d12c605e04b81fe66681b8406cddda0279353cb2d5c440ffd
PAYX,1d,0,17898,20657,1899,b5b5436efcd53b2563ae054a3634f2fab6a18a12e193bbd8285dbb0ec4a2f036
PBF,1d,0,17898,20657,1899,4420bc04c22134b13dd525880c3c3fe117fc539540532e7f20d4128b72d50179
PCAR,1d,0,17898,20657,1899,1b7162361a0bd288cff3b53c6ef6733fe7513903131680e5720cce682feb21eb
PCG,1d,0,17898,20657,1899,ff187f9946233efc56a40eb066b4a846d035a4986501c4ccfc4f833fc6733c66
PCT,1d,1,18457,20658,1515,00ff7527818ac16c3ccee34f38c3170f03c19308c7a8f675503fe1a0fbd00a5d
PD,1d,0,17997,20657,1830,4c0c5c7352bb28899e8a9df4d323a227f06111ea8b3d15f02d9d2bc296cc07bd
PEG,1d,0,17898,20657,1899,db1152e9988d2019f39588b53d0e184c94348f588671de5938cf9ae5e81de5c7
PEP,1d,1,17898,20658,1900,d13388dbeabab58820c802b78b430452f88cbf6884988e480d1def6316e2bb05
PEW.WS,1d,0,20285,20657,257,345585c9476504cc57cc19587f4cd6eed92393690b207b75c9df785e4cf673e2
PFE,1d,1,17898,20658,1900,2e5e2ebb1ad2e85b500c8056ae668d4c2de39aef285c8cd087e62c14b70c3fed
PFG,1d,0,17898,20657,1899,437772cdd99520a853ad0ed16af520b4831a5050a87983fd743ae41138bf6398
PG,1d,1,17898,20658,1900,61632dc4ac18fcecc2a6ab4ba1161ead29217c7438d23e24ba66f3068b45f895
PGR,1d,1,17898,20658,1900,e63a962e7ff794548be7f76b0a894f5f36c669d0d07b5b368aed9eed710a42b8
PH,1d,1,17898,20658,1900,16be6273e84eb65e72d0ddf25d232135dd87dd87f749df3de3481b658b0e6556
PHAT,1d,0,18194,20657,1693,b546f9c413703c1e9437d8198d55d9b6a1c0798e8fda5d29a0e5d983a2c767ce
PHM,1d,0,17898,20657,1899,b488309fef6b2c929d38f7e02ffafebada63c617632df07604053f05865b7f98
PKG,1d,0,17898,20657,1899,9a7b2ebdf7c964473353d406922279b05e0de9bcec3c263b3113abf11b0c03ee
PLBL,1d,0,19934,20657,497,fc6309780abf76fa59b365fe0bac6a379bf519869a00c03fc4047af9cdb5e7da
PLD,1d,0,17898,20657,1899,6e4f95d4b76a60145ee239e0bd32d5aa1e6859731368f9d01030e35c70f60126
PLSM,1d,1,20474,20658,128,2bd57dbde6e06f4ababe9abd486399cbac1401ad4323ce6652aa6ecf209caca9
PLTD,1d,1,20068,20658,404,050e1f568e0da3907b626212e79ad5e70b40d9dc714432daf4ed7f520e1ed319
PLTK,1d,0,18642,20657,1385,61534c743beea2447fa39b522a91450df17720815f3f20ae20ad0e25ecf98138
PLTR,1d,1,18535,20658,1460,7b3d909f8d3db8bb6cc8990b375fa3571699bd8379eb13454e4927fd51e1b1d1
PLTU,1d,0,20068,20657,403,34cf0db716214e1c92313764c93a847313a2fbdce32f427bc08a97af977a31c7
PM,1d,1,17898,20658,1900,275338169c432c55a0a4305dc8b7c755d1847f6e42f2d51af94fc1c5b624009d
PNC,1d,0,17898,20657,1899,a741ea16ae898dfa3e644933cdabaee68bc2e6fc71ad0138541c83a8bf8622fe
PNR,1d,0,17898,20657,1899,b3e0897dea01402183fbc8593c5f61ab284e07c8a7738e9258daa193c7b3c75e
PNW,1d,0,17898,20657,1899,cd57dfca5df9771e38095a87409cab64fb57e73ff853eb682936581ff7e1e0d6
PODD,1d,0,17898,20657,1899,266ed9ef310eaea5b9f4d8ccd294669555af255908e9d2cf59d00333af0b4e29
POOL,1d,0,17898,20657,1899,95b39bef103866d4ba7346311e8db5ae9c55fdf6d88555780ccae94a354e261e
PPG,1d,0,17898,20657,1899,27df3837c53a77bd2c0a1719d228b18acb4b92efe677f587709c6761dd89b619
PPL,1d,0,17898,20657,1899,747a8fe1b60b7dc14c892e115b282d4177ad8cae8a82d687ec7646cb80f06f4d
PRCH,1d,0,18274,20657,1640,c3199bcee43d2961f7278ba76df6fc4e2be41194fff6056bd65e24bb58cb0519
PRCT,1d,0,18885,20657,1218,705d2c58c2717a7dc4c5270b7289686cb49c7dd2459b28df1319448cee75b560
PRME,1d,0,17898,20657,1899,97442916067d172741877063603fb670fc0517843f0b0001a131c1ce1a87fba3
PRU,1d,0,17898,20657,1899,cd70d0576bee17763bd9b82ae6a0358e79d5ec7acb0cd2e4099afc5c6efd7b0a
PSA,1d,0,17898,20657,1899,be8784ea43ac3839983b752eaa497819b349f2a2aca7fee3ebbd8a3b47adf617
PSKY,1d,0,20307,20657,241,10f4b9299ee66ec6e69d3cd525fb4c71b81d6796b18b2cecf9a6bc37a3561d1b
PSNL,1d,0,18067,20657,1782,833ade0ea356d0911c93ee05ebbb1524884309e8b51b0eb95924932e4f9db330
PSX,1d,0,17898,20657,1899,eb96fd4bee5660128a076c9a6f754e3dca6f4bc404a0789cb4ebdfab77898e67
PTC,1d,0,17898,20657,1899,9ff7dca73de05aff315282738037a53da6be2258b35870ba0fcb3174f591987d
PTCT,1d,0,17898,20657,1899,d7c4395ab2337452bbfd55265e4c0974af403ba287b466731078bd4f75a2427f
PTIR,1d,0,19970,20657,472,117bbf29037286b94fca7373f90b3eace43d141f5bfffcc16c6fc9fb61bac01e
PWR,1d,1,17898,20658,1900,8d02278423a93cf0896377ac64a72bb4493c5aa3aae8b1061c7a91de73512338
PYPG,1d,1,20182,20658,327,1c318f270be4c5a905aad3f857cf59f8374a5990e73f75980a3dd0487034f841
PYPL,1d,1,17898,20658,1900,6c6ca723ff62f3e74f534e623dfd178c8dc02fa021bb8ca86d926ad27620db73
QBTS,1d,1,18607,20658,1409,5e297922b61be57ab098d973efd3ef21dd138d5a489b19ac64e0ad20090b1655
QBTX,1d,0,20203,20657,312,f6dab8b8ea673fba0008466f7933244a3aeed6301353dfb2199eeb3e02ef8654
QBTZ,1d,1,20368,20658,200,f75f66559c4f55bdbee49b08b74e3d9a0f891dd083bba054bef37ab0b84753e3
QCOM,1d,1,17898,20658,1900,74a9676545b485d6ba1de5cb881c02607ac99fc037a2e7ac7ce13a39e990deb1
QDEL,1d,0,17898,20657,1899,10d4a7749701fab2558fc1dde948aba78d203eec0b6ca8362034225be72106e0
QFIN,1d,0,17898,20657,1899,819f9ac3cf14053e788f0c9ecc6056202df207171fc0d9c205f9ed8d94b74fb1
QNT,1d,0,20608,20657,34,cee5f3ac7a01ac9a2d44d0dffb8f7b48fc8b725159d93b67e36dbc531f079ccd
QQQ,1d,1,17898,20658,1900,9c25b9eba13c99185120e26ce052a133eede7617aa667b819c244ba3419918ca
QRVO,1d,0,17898,20657,1899,4d119691473676318981c0451fd418467a642b2fc55040cc4bc8ac3bb45c0f49
QS,1d,0,18491,20657,1490,755fba3efecd32dfeffe0e73b035f7a6d4e64d419e585b0948adb0013ca1594b
QSEAR,1d,0,20220,20656,300,5b02dac94bf1f0b007e91c17bb0c1bbf258ceeadd23ca413371714ff5a146933
QTEXW,1d,0,18822,20649,1256,61fbea2834025d3236dce636553fdc8c3ad6eeb3748b0b6c71e09a5b433f2916
QTTB,1d,1,17898,20658,1900,13b73102726e187b2a6a0404e841396e80602976ea79fa8189d74f94a37a0d8c
QUBT,1d,0,18823,20657,1261,baef29a03f3d2b8ebcc61eaa1355270e250c3b85f5207ebe94db83662be983ef
QXO,1d,1,17898,20658,1900,d9af8968d414c843a51471f0956709d1f3469e04fca3f51e31ec2e033f4ce9d2
RAM,1d,1,18817,20658,450,aee455f266aa9ca15f9f5df37efafbe8824d38c996028799d904c4afc60af965
RCKT,1d,0,17898,20657,1899,507b418461944ab6df88d9bbdcbcb2818fbdb28adfc12e4a689ed72eb6ce9cfa
RCKTW,1d,0,19415,20657,854,fa1eddc7cc5e9b068ffce4cf66460036cb9191c93e7b5ac7391600d732b4a53d
RCL,1d,1,17898,20658,1900,63e022cc2bf9949550077e7aa25d5c345729a9f22f3906b9749b289ca8d2e605
RDACR,1d,0,20059,20656,409,471fb0cbc99b4e78fb2ef0d0da4217abcfe2a37eee872c985466ea8e815b4d0c
RDY,1d,0,17898,20657,1899,0b57bcad9c059ccbed1b9142c77ed6e7551706c803dc790f56bf686057b07748
REG,1d,0,17898,20657,1899,35c43474fe9d01b4890fc219f2ea31de95a8ea0b9e2cf6ce8fa652614b2b963e
REGN,1d,1,17898,20658,1900,0722f39adc3181385c775bd4568f749a9796bcf664f99711b7b4207e289af55e
REPL,1d,1,17898,20658,1900,b4447a20e9780aef7d9f5059554ebeec5f21a4bbcae5aec3fb07eb4d027c03ed
REZI,1d,0,17898,20657,1899,e9cb5a00fc52cdf2f1c9c75bcc03c8728b68e5c2b7ef51884aba794f35df8ece
RF,1d,0,17898,20657,1899,80a29148fe9f1ba3a587a66ea9ece3bef3ed650b44eaed225d9d5fd030f5a59f
RGNX,1d,0,17898,20657,1899,da3375228f6e79207e536c5e5552283d905b7a60da673837bee81d6bf1766de3
RGTI,1d,1,18739,20658,1320,70af97a401b72b9d5637505885623b38fd4e6c2dd9aed33769259c275cf741de
RGTZ,1d,0,20370,20657,197,3b8bfa876b62ac60a585618449d872169c3aad9d283fce600134560d465591d2
RHI,1d,0,17898,20657,1899,d6bd42ddb4b12f7d9d27382e50272ad919335eb3c25cc2252608917cf9e060ac
RIG,1d,1,17898,20658,1900,b36f674de37bfc2f69bcc9efccb84be3f363a4472fd9b51bf8a96aead0dfc653
RIVN,1d,1,18941,20658,1179,5c8101968c9d63a5e8d24cec15ade94596922ecaad27cde561a4fbc7959ffc44
RJF,1d,0,17898,20657,1899,8b0a0e60a79dd87418fbe8d3ecaa45e68b353c0fc9adf3670bc338957d81e58b
RKLX,1d,1,20160,20658,343,5946103c32b5ceacc5a9af753e61af073d47b50b601864b19b402dd61fb3f750
RKLZ,1d,1,20410,20658,170,4601eeedbd4a14a2fa43b5b3fc44f1bf2b8caffd8d1459cd339f74cb8253b2a0
RKT,1d,1,18480,20658,1498,a43a22bed2aa6318f73e248e5ce59763a4d1e02df30bc2874328cfe0260905c4
RKTO,1d,0,17942,20657,1868,4fc357098e04989f2f66557537fbc13010675e1cb8b805e9bdbfe609d820a727
RL,1d,0,17898,20657,1899,9acbeec57b3123f6430b5f0fa191b19efb0901e0ecb6786624c027cf6f1b9488
RLAY,1d,0,18459,20657,1512,9fc5d17d789c8aec04bce17cf1a9e1f9cce6dbb0c9bcf40dfe9f6a8945b0a447
RMBS,1d,1,17898,20658,1900,249a64b18abf5b4a8b4d5f90cc7282c9e9ff2710a7db2811dbad2b3339d62996
RMD,1d,0,17898,20657,1899,98dc47cfdeb49d70b71b567622a2b289b426ef07e7c4be7184503bf0a7af51dc
RNWWW,1d,0,18659,20656,1374,87d8d6af45835ad4ff9f40686a2c8af270c823b5476759c495e2d7466abce06d
ROBN,1d,0,20119,20657,370,604271abfb5060da0ce2c83ea23f9591b19fb4f4eaab3ae351ffcd662dd37e50
ROK,1d,0,17898,20657,1899,bd6768536ee9a3506c56dffa5a7e4c67423f4ffdd3ec2a2eb7d0e42f429a0ff7
ROL,1d,0,17898,20657,1899,1b8a77cce2be0b66c540a9a39c9452be3938d30253cc5945664854ec99f64ef4
ROP,1d,0,17898,20657,1899,29aee6d7e679ea20af11e2bb9aeb834b07bc7fb11f732ce78082659bd8976064
ROST,1d,1,17898,20658,1900,2419564f17aae12ac51a607a95ce07e4f46b9dd357712463a1a035f119b6c1b3
RPD,1d,0,17898,20657,1899,df7608f14d3a4698094a5d5f176a349bb6cd9c97ceaa0242ad314e3438a5b89b
RQI.RT,1d,0,18282,20648,33,bc56ef25b44fdb9afddd3a6b36bf4b4cdf3e4cd678599a4fb24d1ab39f2c67cc
RSG,1d,0,17898,20657,1899,88cd4da52f6db65eee7476f11cdb947753d20e64e18db00b1f8e3550fc977ff8
RSVRW,1d,0,18634,20657,1391,a71457a0449f6ef71bdf8f8e45f4491fe1efe84234774338a4e1fec2e4c600fd
RTX,1d,1,17898,20658,1900,41b80e38172f230aec3cb6d17da4ac8bd1be1c344bc6c0a742672ba2c0016b13
RVSNW,1d,0,19082,20657,1081,134757a759f834b57bee3f8182a65610670e7f5f1601835ccf84b20e4c684dd8
RVTY,1d,0,17898,20657,1899,2e887ea263a0ec11a724a8c7c59b4ca6f0d203ed606025d68cc0e73a131ce387
RXRX,1d,0,18733,20657,1323,b93d3ef3fd248918cdbfeb051d85bb19c135558b3d7e64cf59ece19581d29d76
RXT,1d,0,18479,20657,1498,3b948f08f6b43f583515cdd78092080e81c0dd91994be3e013b87f62598750a6
RZLT,1d,0,18575,20657,1431,c082c4f5b8da0d8739eb1c2d8e508f2ff0f36855bc6121bd6eff441d8597d626
S,1d,0,18808,20657,1271,bf291925b2ab0905ac05a4ec76474130b5e6213d0f8436b3d85f60fa4185311d
SABSW,1d,0,18667,20657,1369,166b10a66a3bdf74ac01d98024715808fe7a38fb64e5d2b5d9dd71688bc5522a
SAIHW,1d,0,18806,20657,1268,ec5cebaa5c91b901076f0b09b7962c0b0107b065c156fa70de3a54e97ab3e4de
SAIL,1d,0,17898,20657,1899,e7de8174d0ee6f8c63a892b2db8003ec364a37bb4b13c42860ac921bd680c510
SBAC,1d,0,17898,20657,1899,de9c2e2a83b2118d982d9b0a6e6204643170e48d6e99bbd1b22e7ef601b57124
SBEV,1d,0,18789,20656,1283,ececd31b07cdc451c7586ef5fa5137512c77b88816ae383411fc577a2b6a32cb
SBH,1d,0,17898,20657,1899,5bc2d87d4d80f46e34e0183768dc0258193bf17cbefa2aaf7f5885c3f3d2d46c
SBUX,1d,1,17898,20658,1900,624e6d99faf8cf487e15c32b83965c4cf115c03caf59695b379d708e971caa7f
SCHD,1d,1,17898,20658,1900,a2bc8223a092d0833ef20f94e1ac240d92be6376761753b590801745c7821f99
SCHW,1d,1,17898,20658,1900,8472c5b18ed0c996d381f803eed5b0c630a09f5da6035f21866d31c4653b2d91
SCO,1d,0,17898,20657,1899,d9ed24716e4cf7e96ef9a2c197dd1d0ebeba39750b0b149d00d05af8469f5247
