symbol,timeframe,active,first_day,last_day,n,sha256
A,1d,0,17898,20657,1899,c8a2a890babed2254cd34e304ca08f86f43ba1543a6bf65ffa4160567cb5a7c5
AACIW,1d,0,18942,20656,1176,f6722bdea138b0e6ee19b1900d71304b01bf6d67995ee6afd9f635f65cf1aa7f
AAL,1d,1,17898,20658,1900,3f89d56d0ab8c6ed7e1b2c64e1a1efc6121d75e67aec2abd04dcdab987f22a4a
AAOI,1d,1,17898,20658,1900,9da45633cdcb087ab51dd424e27dde605fb7cc2dfcb8ace06670e4b2acb4d4c7
AAOX,1d,0,20536,20657,84,2107e9145abaa4f9e01d1646cc1862229de6791c8663c843eb9ffb57c5561184
AAP,1d,0,17898,20657,1899,17bfaccd9df5e62f45babc788ac605251568dfac91c55b964986d587ae918153
AAPL,1d,1,17898,20658,1900,51abb3860b8c790dac223d3c876c36bf4ec576e3efaf93437dcdc883f017892a
AARD,1d,0,20132,20657,361,e7a415f02cd2ca6120e42e2b42bfb292e7adc58b971f415439b84e4182697a54
ABBV,1d,1,17898,20658,1900,7f56da379bbce12eaeccc30ee15b26cf6e90ee083e3f4ca6c2d91e2a798efdba
ABCL,1d,1,18607,20658,1409,100b8fdafcaf2795d2f492a698567727beaddd61090bf3d5221b1cea35bfe463
ABEV,1d,0,17898,20657,1899,28dbd01d63f8ac0265516fc48a0544567b6f21978f812e65afba870dd8d53cf8
ABNB,1d,0,18606,20657,1409,27921ba7b1be89e456c73d6c3e9f35b9ec116c3011001d4caee0922cfe87d916
ABSI,1d,1,18830,20658,1257,1b9cbac00dfc02f9630ef2f0e8550f472836ea505c829e724e885af5ed7293ae
ABT,1d,1,17898,20658,1900,354303aaf1d28b8662a110a136ed9697b68bee974d6c78f39aed2f49d0aba7ac
ABTC,1d,0,17898,20657,1899,9148b1be9a3cc0f8117b5369fa8df1e0af26c217a5c3328e9bfffc3010cc9faf
ABUS,1d,1,17898,20658,1900,db15f4cd863ebac3dccdd27fa148bbdb9fe5c29da69fa10725e58f57e1b6e698
ACDC,1d,0,19125,20657,1051,224ab8ef629cbef4cd2e5a3fb52538ae974ec9db72567ae7342f7d99d2849572
ACGL,1d,0,17898,20657,1899,43beac0dd332afe78e3c5af4deca207a83e1b2efa5f947224d44c0ecc33fe664
ACHR,1d,0,18614,20657,1403,992d4d44aec1a48193fafb2d26701e42160c660342d7435375d8d95df531e92c
ACN,1d,1,17898,20658,1900,d600c14cb7c038b067357bfc9785c6e6704316140d906d8332cf8d8e49451918
ADBE,1d,1,17898,20658,1900,5e4ffc3408fdf3e02a32c18352c7f7d39037e6dfef5453ef7534188fa5ce18b2
ADBG,1d,0,20168,20657,336,7f168efcc0260fa6a8e01a931e79dd5feb8b1b38bf60d9259a1a4cd83e3f6427
ADI,1d,1,17898,20658,1900,5ae1062dfabb10d35e129a03e6db95adf391c130f9c8a2763528d1223e551aea
ADM,1d,0,17898,20657,1899,c83adb793e0367e18f037acac0861b041ca83a75866806ec331fb9268eb1d4d6
ADP,1d,0,17898,20657,1899,e86eda20401ed2b978ae331a83780719fdee22446a3058fb6dfbc32964c4abb7
ADSK,1d,0,17898,20657,1899,713d4447e0b78c763f70c4caa7a460c9ddaafe62efc3b413533e915020e1d8b9
AEE,1d,0,17898,20657,1899,7fa60070fc6bc9a50ae8b64a5d606a7669cc36aa3446e062b7f9b1dae55ae056
AENTW,1d,0,19538,20656,767,75956d5d638cf6744fc0bd40dd19257e682166947e74f32ea51fb107a3611f91
AEP,1d,1,17898,20658,1900,e1c5c886f4757995c5fb86e4dbee0988fad7e62a11a174b857805f49ee8dd639
AES,1d,0,17898,20657,1899,28458522ba6ec01939409b8e3e465f91c9aaf2338feb015b9f2ae134dd3382ba
AEVA,1d,0,18319,20657,1609,65a960dfd25c648f01d544aa1dad854d98a64b7fb302981485024dd45dadd48e
AFJK,1d,0,19744,20657,628,69bd0c3ebd8d6de3de5f9cfcd5e0de088630a32ed6be8942c8bb88eb3d4ef18e
AFJKR,1d,0,19744,20657,628,e6cb152e0502f3bf14098e6e1ba4e9f97421fba97f2379e7880462d89b287175
AFL,1d,0,17898,20657,1899,aa572abe598f9c156cc25e9b6bc165383410a208c36eb0cb3175cc62467d1a10
AGEN,1d,1,17898,20658,1900,5a164f5b2d15da96446ca1b35db1a0e311d841b3db3919fe92abe67695300efe
AGNT,1d,0,17898,20657,1899,1309849f0d124fdb47b8f811c76e1bbb11d6378437bcb433a3584b65ffaa4f2b
AGQ,1d,0,17898,20657,1899,a4cd9fe7d434d00c63f5bd26f5d1ea7572f63bdcb1a955187df7b5b5194f08dc
AIG,1d,0,17898,20657,1899,924aec37814984fcbe0d1a47452f5aa0a78b0e1c8c085e04bc4d64542eedbe2b
AIIO,1d,0,18341,20657,1593,5ba5a64dc2a8ef1a67869c005aa20a27c079330f7cc56d0d3a8add7c52ab2626
AIZ,1d,0,17898,20657,1899,8e66b3b1abc443750d400754b3a31177c43edb5dd5e197240a07307eaddfa705
AJG,1d,0,17898,20657,1899,0c58179d85b4bf4a82ac59146d34708d5a6f2ae93891183a28debe1453de8fef
AKAM,1d,0,17898,20657,1899,d543461b8955d3fc5ccad1d43d9399d90cd147db9bac70f906676775d5a2a223
ALAB,1d,1,19802,20658,588,3a20872812ecc3aeacde3f52a915443330b99c2f56057bfd99312eb2e30e352a
ALAR,1d,0,17898,20657,1899,1f4c62dae72be3f7e8d9db3c67313289fd6ead87d488357c463b33e385fec799
ALB,1d,0,17898,20657,1899,5248c28166f089e5eb5242a2a1281b6c6282f76909768ea7a4fc11565a25e337
ALGN,1d,0,17898,20657,1899,d9ff23b59301b4ae3cb5a139b7343675e558ab77bfa44a218b36c2309643f6c3
ALHC,1d,0,18712,20657,1337,83b76bbce171604d7728ce5576ae98f687bb1d889a4ceb61e991d935fef5ff18
ALL,1d,0,17898,20657,1899,2c51c2e14c8e954bc74315f5ef577d614578b40cd36a9434ae248081044880f9
ALLE,1d,0,17898,20657,1899,e8126fbbe79dc0078fc3fa5749d0a45d981fe5b636a6676ed35269660a67d149
ALM,1d,0,20283,20657,259,761ad47333442fb12c745fdeca70a5a57ab57ac0f9cf6e576310f51acc9a7746
ALOY,1d,0,18941,20657,1178,78e3cfe5edaf957659cdf3b73328c7905183fd3ea0a71b25e8b99628ba201364
AMAT,1d,1,17898,20658,1900,c46f1c915707201dddeed98f35a77e9a171386880c73acf53d74eeb0be4f5512
AMC,1d,0,17898,20657,1899,e0931daad9d9891fa29e4dd5d25690bf3d11bb1138af9a3456512de7943098f6
AMCR,1d,0,18058,20657,1789,6a6b7d7f8af2b07399432558b46aaa55fb5a77d82b04065859e965747a3c90de
AMD,1d,1,17898,20658,1900,355aee82def7fb762174c08564d68ddbc5e5bfbadc07394ad63581bbc7871e1f
AMDL,1d,1,19800,20658,590,5b0a233f2b337317f05c2996c3ee2d9d8f95978a863d9ec386aa4f9d0aa03414
AME,1d,0,17898,20657,1899,bac38d00d407c7e398a4eeaf1da991f31c08060fd146b5d6249002192c3ce561
AMGN,1d,1,17898,20658,1900,a739f1f2bea14f83a9ab93044b0c9dc517cc2f5e5168355641ff03d97144c848
AMIX,1d,0,19751,20657,623,9f4bda8ad0e1aa77433867420c9e60505b8ce6a6ed4dc3c0a53fed214bfdbf20
AMN,1d,0,17898,20657,1899,89f29be9661626ff3786b914e75adf7d7c3b0fd6e1788dc5c9327d6dfae40e5f
AMP,1d,0,17898,20657,1899,753aacdae543938ef0fc2dfa844b7078c50ec5339c887ec257ac6829c1398bfd
AMPG,1d,0,18675,20657,1364,940e3553b62cc401659b1aac4d49488ebaa98094d8fcd890e1a191cbabcc6b7f
AMPGR,1d,0,20487,20654,115,47648eea6f6abfd551dbec6e04f5ea4f6064ceaf265f0824c5eef4af0dc6c18c
AMT,1d,0,17898,20657,1899,ee6147319f999d0187c83f844423f3253eae332fa4da013321fd7262c3f26b3c
AMZN,1d,1,17898,20658,1900,33a74fe144084aa2978256925e231227dd33a906e87fdb88d49dc1db571f24d3
ANET,1d,1,17898,20658,1900,8e90e2cde24badba4bbf9218e7a10701d00341fe9375b937597cc2b7fb672d12
ANF,1d,0,17898,20657,1899,41de43668ccd82ff4e0d472265dfd08f6b74a1a1d5d44c5edefee8e1d30e0d18
ANRO,1d,0,19755,20657,619,dea6d26d0f30455a447225dc888ded556108cb746d762b1c210ceccb97ca30c0
ANSCW,1d,0,19725,20657,640,7981b2507960b7e0d8def25f9dca2c5db30bef4d9932dbc7409cded30ca5236d
ANSS,1d,0,17898,20285,1643,cba785de18d0176eab6d43af871eec730ec7c18b9308cc4470dfaff62c8b367f
AON,1d,0,17898,20657,1899,44cb55f3df46c416255723c8a82c2e45f52db8dbc9a63b15158a083254f1339f
AOS,1d,0,17898,20657,1899,1a4b75c62b9e2f3f8d6ac900121f30156d423c4324194b847f228bfb8ad74456
APA,1d,0,17898,20657,1899,ee7b36d957d93d2c4abed2efa9b95b6245b1745b1b10f703bb93f689556ef19d
APD,1d,0,17898,20657,1899,50de8201054307f2d09eb9dc97b0ddf223443d55e253a877ce827b30b08ce0ca
APH,1d,1,17898,20658,1900,f945a2285592e991ae465cb30f9ea47297874f60262dc3033ab02fa95a0508c6
APLD,1d,1,19095,20658,1073,afb24c77dc04b66916fa38498e6e9dd88426e13e65ade72c8ace8bc5cc573abb
APLMW,1d,0,18957,20657,1167,de4650629decf324a59aff0252d16ad78738a47478f17c5b9306a57ccbbda4ba
APLX,1d,0,20340,20657,219,40975a75cffac6689d84c1dfe790ba507337aa394dbc154042441d7024328ccc
APMI,1d,0,18906,20657,482,c80d4e0aac1b179718a5281bd72be457b3e2bf4d7ae50765f3a798946229fce5
APP,1d,1,18732,20658,1325,3ac52195727db10816504e56d698c5f9f24549dadbeda7860f127ea2012e8ea6
APPS,1d,0,17898,20657,1899,cbe2ee90e482c33be1a758b8ed3abfc14256ea195e2de65b35b1695afb17edd5
APTV,1d,0,17898,20657,1899,1ec150338c7cd90db36d90d5657d951265539aa8a0d5aa2909db7e2883076ede
ARE,1d,0,17898,20657,1899,20d17c2eb9687f73de656569d3a47b891268998cd01181f46ba4377e861849c3
ARM,1d,1,19614,20658,717,bae1e6a5aa107aad1327323ea51d51d87805ddad0f29077d0d246289288ec34b
ARWR,1d,0,17898,20657,1899,4009be61110a2785202dc481dbf933c1b8e2aefae73fc7a5d2ca1e59bde1153f
ARX,1d,0,20293,20657,251,64d8cc5816d190de03bda8d7968f18d1fc544a98051a6bb328eb9a23932c963b
ASAN,1d,0,18535,20657,1459,57d5f760004051a9c698a7c6e1ac0dfdc27af789c3126f85e407db78853671be
ASPI,1d,0,19306,20657,926,2cb646fd735455e6f5316a88148f1f99bd3c14916a43c1fbf47015e9711ea621
ASTLW,1d,0,18690,20657,1353,dd67c13b782e277619cb6e2d3828dedec77f83d65c677c2c5d850bc0f4f53c6c
ASTN,1d,1,20490,20658,116,8d71e2bee57e1be483fcfc84ede89b03966450fee111b2b7baef98e029d1f49b
ASTS,1d,1,18201,20658,1689,caad3d083f968d870ea2b723658501746bf6ad71c45eb39c8f82623e6fa09f1e
ASTX,1d,0,20280,20657,260,2ad309bec35c61f521b6f94755cae59a13e9e3a1f5d5edb77cc57a23067f24b8
ATO,1d,0,17898,20657,1899,9f2cda03a63b237e1ed2f527e505b0c051c4061cee9656f37dccbc657651f546
AUGO,1d,1,20285,20658,258,8a80f9b4cea46931950b5e14bf8a8c0d122cbaa2c78175a2a0d8eed087b7a518
AUR,1d,1,18757,20658,1308,387be3fd944884a48e6192bbe1b276d0b1015bde7259051af9ed485da21ec0e4
AVB,1d,0,17898,20657,1899,a872d8b36ba5fb771ef24725fe93d48e054f1acc4421f31a69ed49449847b77e
AVGO,1d,1,17898,20658,1900,3ccf3931e657a475dab46f5d7083d99113c0d1a3d55861c2daef6e97a7c68b0a
AVY,1d,0,17898,20657,1899,cec85db150e6e7cac9ff84de95443629a794e74e2077ce87c1ce31e6ec0232f0
AWK,1d,0,17898,20657,1899,7d387dd6e165d96929e61cf8bcb9d6f3a1de21d4d55f72493fdbaecad34e1e35
AXGN,1d,0,17898,20657,1899,b5a4a4315eded9c3a8f9f2f51b3233ae2f1c3dfc2ac17339c1cf4374b4f17bad
AXON,1d,0,17898,20657,1899,50dbe1e9f95807e6c43b13966c16d923a1bcb3153efe17208e9fe35cea850651
AXP,1d,1,17898,20658,1900,3c261c3cd1618b4d48912dfb4b766c0c971c76329b2bdfa8998441a4eddeb410
AXTI,1d,1,17898,20658,1900,0ad361557204fe77a40a65c51cd2cb18d6696d3ad16de617155279e3304f657b
AXTX,1d,0,20567,20657,62,e49c19b295973a0662b8e6c424674633daef1ac25bcc1241aec49709d33eaaea
AZO,1d,1,17898,20658,1900,7fdf6ab0329fb71660dad6f31049b2dac22ff2bcd0cf6a7b691e0706248b0094
BA,1d,1,17898,20658,1900,d21ab98a16975478082c26cc38f3906b02c7e951f3ad873cf14812ab15d1f642
BAC,1d,1,17898,20658,1900,29527abfd81b1ac5288b9d794333362c4809f289ca8b5639edd8b591ec8b189c
BALL,1d,0,17898,20657,1899,38120870eac02894791b11bfea197e14049af62c8042305945c4621514bf9157
BATL,1d,0,18312,20657,1614,7592d79a02f086f59e95ee3a4b9b82314daa67b910dfa076be1a921843ead3b0
BAX,1d,0,17898,20657,1899,f80ac4111af9e5ac30499e592c429a35bb6a321cb701f4eb7c8c6f66d969cac1
BB,1d,1,17898,20658,1900,7e94e0d6a924f8073fbbb4f86330c166f81472f4d831cdd317c9f14ec31eb4c6
BBAI,1d,0,18226,20657,1671,5936e8249aa0cc5d983a6d40e33dde4f69e274db2956f3d9ad6f21f341919605
BBAR,1d,0,17898,20657,1899,ce942c802e49199b993c22572477848aca0008780308319138d7143550971f52
BBD,1d,0,17898,20657,1899,9ceac741a0a7917550251a83e1379627c35ecc673cb51f2e9df50fe7326bf49a
BBWI,1d,0,18842,20657,1248,59dcf1c3c49b2cb6f47c90966efec38d9339df23b5003a911a65a0f7c577fc8c
BBY,1d,0,17898,20657,1899,e8b4c190fd964a6fd76c8ab33b5c18b659c4c33a3c12b3733da5dca4c830e52e
BDX,1d,0,17898,20657,1899,e534968bad3fde90d5c68fb526a07c59982024e88d8585460bb3c6e3aacde45f
BEAM,1d,0,18298,20657,1623,8ece8b1039d671c03d5b05fb8a4cff55ebd1ae03faaf62cb64a353b3ab4b2989
BEN,1d,0,17898,20657,1899,5b2a8f44295ce9b33028cc0b48efb4fc8e311c7353d3d05ac55e329bdcc5e7e8
BETA,1d,0,20396,20657,179,dd72f663105ec70a10259562a1210309059af38479781d4510ddb1fa17983752
BEX,1d,0,20405,20657,172,7893d0984cb4b607bec7980e046e665ae7429ea3bc2b52269d502d3a826c0b61
BEZ,1d,0,20495,20657,112,d736ce69e59bc5b8afe197500386ec2c0b88f8699c250cff7ad73bdf98007059
BF.B,1d,0,17898,20657,1899,a82803e1c75dbf6581751e2cab7f41a4f7f36487a8c0215d6591b5bfb4320874
BG,1d,0,17898,20657,1899,d3aa5a7e2e2d7d8f99e37f14175b4f4d0dd0e7954a0f3f9150cecf31bba0512f
BGLWW,1d,0,20265,20657,270,6bc6d3fc411d39a44b6b44d14ee14f3599975a3ad99f14f5e78b6e7dcba15984
BHVN,1d,0,17898,20657,1899,d7ac497b606d07aa52619978969b3a569d9e566215fd32f4c386d136ea667558
BIIB,1d,0,17898,20657,1899,fb0726e6c16dee03236314a56bdd61f542e9a7de1c62438250eef4baad933ebf
BITO,1d,1,18919,20658,1195,8f81704ba9d2cbbb7dd2f54ff05b96f4f07a520938060f2772a9a4df6bf84f30
BIYA,1d,0,20168,20657,336,16d92ee684cf582410fa3b55433e09f0586295ffe3eb18072efd2b69dc0ac9d4
BJDX,1d,0,18942,20657,1177,20f67188f5b64a7120d725e4d4d56a2825f8fd0b363b02284c8676390c5692e5
BK,1d,0,17898,20593,1856,5f8de9dc14575f082dbd30bd872d3636582e5a47a7fc80f523322fdbe000e899
BKD,1d,0,17898,20657,1899,39ee472925e6a6368fd70e32df578086735276e19f210ded0892b5bb8fddd03c
BKNG,1d,1,17898,20658,1900,747664cdde1c3caf2621b4e7ead0fa074bb08dcd5f8f015d92e8dee19aef6584
BKR,1d,0,17898,20657,1899,79dea2cdece337aa0468c98cc59a1fb14d33462612e1387d3671fdd4a1c7c43b
BLDR,1d,0,17898,20657,1899,593300a2a106879a267a56d638378ddbe48b17dbd523307d88efd936ad512dc2
BLK,1d,1,17898,20658,1900,7196439311e0dc582a0c04d3968e48d357110c58ee2637061001ac4056639477
BMNR,1d,1,20244,20658,285,7e9de4ebffd63bf6ecf4268c42abd9e4c210fb6ab1702950ae5a95257f733f85
BMNU,1d,0,20357,20657,206,f8883d228e5e05c3e166670accf3b6a75d7984592ce2a95b67d03cad49ff5e9e
BMY,1d,1,17898,20658,1900,bd2e7d36401669954ca59d84c2019a77eab293e21ac39f391b0ccd1269aa3d0e
BNBX,1d,0,17898,20656,1898,25b994cf981541fa69d276bdef31004e0bf4ec2d72ec1d294b96353cce772d4f
BNCWZ,1d,0,20558,20657,69,fe68be347bcd3fd81991420106da492edcc13c721f823b03b14e76d7f52a963e
BNO,1d,0,17898,20657,1899,337dd0be74cd1488968a448ff86c322f45326ee3ae7f09a44ed5ccbc695235a9
BNY,1d,0,17898,20657,1899,be0fea48704a45b7cff81119141b42c4d74fb63df328ab59029eb44f3894087e
BP,1d,1,17898,20658,1900,2f3b06ac16d43b082fceb8fa2179f1fc4c0e5d83aa0be0c689d2ecdf6bf675fe
BR,1d,0,17898,20657,1899,0ba15de8d994389ecf8b16e578012798a6875f86da807e0799516b1358c24e7a
BRAI,1d,0,20496,20657,111,29840117e221d0985698f224f598a212255a9728cb793a5ac34406879f757a6e
BRK.B,1d,1,17898,20658,1900,f69b808187875053a77313d62d62e635b1630ad35e65a436c98ff33f7249e530
BRKL,1d,0,17898,20657,1899,6310493566be0ca80d17d2cda86e85ae8b807a8bd57bdc580898dcdde537c427
BRLSW,1d,0,18906,20656,1202,519d56350d22d1b69f708fd1ac031f30dafce8923fbc9ef062f198581a571948
BRO,1d,0,17898,20657,1899,bc9c82e9d37473ac25309f3fa2e06bf92f92bcf9bcbadc4d47ddcec7665c5191
BRUN,1d,0,20087,20657,391,bfe0be5eb20e00923e2b86c1640a6a6a1dce32fe8b4afc9d6b3b96259fe158d2
